-0.41	0.60	-0.27	53.85	-50.55	21.80
-0.56	0.29	-0.03	54.52	-50.61	21.55
-0.55	-0.18	0.05	55.73	-50.60	20.96
-0.54	-0.00	0.04	57.31	-50.48	20.10
-0.56	-0.09	0.09	59.03	-50.26	19.16
-0.58	-0.20	0.29	59.92	-50.14	18.71
-0.52	-0.20	0.46	60.49	-50.06	18.44
-0.45	-0.38	0.68	61.52	-49.90	17.91
-0.57	-0.03	0.48	63.04	-49.60	17.20
-0.95	-0.11	0.37	64.40	-49.24	16.65
-0.54	-0.36	0.89	65.55	-48.89	16.08
-0.31	-0.40	1.20	66.45	-48.64	15.57
-0.33	-0.29	1.14	67.33	-48.40	15.23
-0.28	0.29	1.04	67.79	-48.24	15.20
0.03	-0.44	0.76	68.10	-48.05	15.05
-0.76	-1.74	0.27	68.49	-47.62	14.50
-1.07	-0.05	0.00	68.79	-46.98	14.19
-0.74	-0.17	0.51	69.13	-46.20	14.24
-0.60	-0.21	0.45	69.37	-45.87	14.18
-0.62	-0.06	0.21	69.68	-45.60	14.16
-0.68	-0.07	0.54	69.76	-45.56	14.17
-0.39	0.11	0.70	69.95	-45.55	14.28
-0.20	0.45	0.70	70.01	-45.57	14.35
0.21	0.04	1.00	70.23	-45.66	14.54
0.17	0.16	0.39	70.46	-45.71	14.72
-0.28	-0.09	-0.08	70.67	-45.69	14.91
-0.27	-0.09	-0.16	70.94	-45.60	15.05
-0.26	-0.04	-0.05	71.02	-45.58	15.05
-0.21	-0.07	0.02	71.28	-45.54	14.99
-0.29	-0.07	-0.18	71.60	-45.48	14.89
-0.27	-0.03	-0.19	71.84	-45.41	14.86
-0.26	-0.14	-0.09	72.10	-45.31	14.81
-0.21	-0.03	-0.04	72.29	-45.20	14.76
-0.32	0.04	-0.21	72.52	-45.07	14.75
-0.27	-0.07	0.03	72.76	-44.86	14.71
-0.25	-0.30	0.17	72.90	-44.72	14.66
-0.16	-0.11	0.20	73.01	-44.58	14.64
-0.18	0.14	0.02	73.15	-44.41	14.70
-0.14	0.27	0.04	73.25	-44.22	14.80
-0.12	0.18	0.21	73.26	-44.06	14.87
-0.07	0.32	0.16	73.20	-43.92	14.97
-0.04	0.47	0.20	73.06	-43.78	15.18
-0.06	0.58	0.11	72.88	-43.64	15.43
-0.12	0.54	0.14	72.65	-43.48	15.72
-0.14	0.30	0.09	72.41	-43.33	15.99
-0.15	-0.00	0.00	72.20	-43.18	16.25
-0.11	-0.19	0.04	71.96	-43.04	16.55
-0.13	-0.36	-0.07	71.80	-42.95	16.76
-0.04	-0.56	-0.01	71.70	-42.87	16.86
0.07	-0.78	0.05	71.54	-42.78	16.96
0.07	-0.75	-0.11	71.26	-42.64	17.07
0.10	-0.69	-0.04	71.12	-42.58	17.11
0.11	-0.46	-0.05	70.76	-42.44	17.20
0.04	-0.36	0.02	70.29	-42.31	17.39
0.10	-0.09	-0.10	69.72	-42.10	17.74
0.14	-0.05	-0.11	69.14	-41.98	18.02
0.05	-0.06	-0.18	68.74	-41.89	18.23
