0.37	-0.47	-0.03	64.98	-28.01	16.81
0.21	-0.52	-0.12	65.39	-28.32	15.94
0.01	-0.44	-0.18	65.74	-28.41	15.34
0.11	-0.28	-0.01	65.98	-28.44	14.97
0.43	-0.04	-0.11	66.53	-28.45	14.26
0.36	0.15	-0.27	66.99	-28.30	13.85
0.45	0.21	-0.47	67.35	-27.96	13.62
0.29	0.23	-0.80	67.83	-27.12	13.40
-0.02	0.22	-1.11	68.43	-25.62	13.20
-0.23	0.27	-1.47	69.13	-23.48	13.05
-0.22	0.45	-1.52	69.82	-21.20	12.96
-1.14	0.25	-1.47	70.82	-17.79	12.80
-0.86	0.23	-1.51	71.63	-15.17	12.63
-1.04	0.17	-1.25	72.79	-11.50	12.27
-0.88	0.07	-1.03	73.43	-9.36	12.07
-0.86	0.01	-0.65	73.64	-8.67	12.00
-0.61	0.06	-0.45	74.13	-7.16	11.85
-0.53	0.40	-0.13	74.52	-5.95	11.79
-0.41	0.83	0.17	74.69	-5.40	11.84
-0.14	0.65	0.34	74.89	-4.62	12.01
-0.01	0.29	0.41	74.94	-4.26	12.10
0.11	0.30	0.38	74.90	-3.94	12.23
0.35	0.40	0.31	74.81	-3.71	12.43
0.88	0.21	0.28	74.66	-3.48	12.70
1.02	0.15	0.40	74.54	-3.22	12.93
0.98	-0.11	0.51	74.54	-2.81	13.06
0.86	-0.11	0.70	74.69	-1.90	13.13
0.93	-0.07	0.73	74.85	-1.02	13.15
0.55	-0.04	0.73	74.93	-0.59	13.14
0.35	0.08	0.50	75.01	-0.13	13.12
-0.02	0.58	1.00	75.06	0.44	13.11
-0.16	-0.06	1.45	75.02	0.96	12.94
-0.22	-0.19	1.25	74.92	1.01	12.66
-0.17	-0.03	0.42	74.68	0.74	12.23
-0.32	0.42	0.30	74.33	0.06	11.87
-0.37	0.11	-0.05	73.88	-0.94	11.65
-0.35	0.05	-0.82	73.48	-1.91	11.42
-0.53	0.43	-0.85	72.92	-3.32	11.16
-0.66	0.13	-0.79	72.25	-4.90	11.01
-0.55	0.09	-1.03	71.61	-6.56	10.76
-0.35	-0.15	-0.93	70.99	-8.38	10.50
-0.08	-0.07	-1.10	70.25	-10.76	10.29
0.05	-0.07	-1.21	69.68	-12.69	10.31
-0.10	0.10	-1.29	69.29	-13.99	10.34
-0.34	0.19	-1.06	68.95	-15.08	10.36
-0.41	0.00	-1.01	68.73	-15.72	10.31
-0.41	-0.04	-0.76	68.42	-16.67	10.18
-0.48	0.42	-0.03	68.11	-17.56	10.05
-0.51	0.34	0.30	67.80	-18.43	9.94
-0.34	0.48	0.24	67.39	-19.58	9.75
-0.22	0.17	0.10	67.10	-20.38	9.65
-0.21	0.03	-0.07	66.76	-21.34	9.55
-0.08	0.05	-0.37	66.52	-22.23	9.47
-0.27	-0.32	-0.30	66.34	-23.19	9.35
-0.36	-0.49	-0.13	66.23	-24.08	9.10
-0.42	-0.43	-0.31	66.16	-24.87	8.84
-0.22	-0.66	-0.03	66.01	-26.40	8.44
0.17	-0.83	-0.11	65.92	-27.10	8.30
0.16	-0.66	-0.32	65.71	-28.53	8.00
-0.17	-0.48	-0.16	65.50	-29.73	7.79
-0.01	-0.30	0.18	65.24	-30.73	7.66
0.22	-0.16	0.27	64.98	-31.62	7.56
0.38	-0.21	0.14	64.73	-32.62	7.42
0.22	-0.08	0.03	64.60	-33.35	7.24
0.14	-0.14	0.37	64.52	-34.07	7.02
0.43	-0.39	0.50	64.41	-35.03	6.72
0.74	-0.28	0.32	64.32	-35.96	6.43
0.58	-0.09	-0.00	64.25	-36.82	6.22
0.54	-0.08	0.07	64.21	-37.48	6.04
0.65	-0.21	0.06	64.20	-37.64	6.00
0.75	-0.45	0.02	64.18	-37.96	5.88
0.76	-0.41	-0.11	64.17	-38.05	5.73
0.67	-0.44	-0.55	64.18	-37.92	5.68
0.14	-0.23	-0.44	64.22	-37.09	5.65
-0.04	-0.31	-0.12	64.27	-35.81	5.79
0.21	-0.43	0.39	64.24	-34.38	5.98
0.36	-0.61	0.19	64.15	-33.16	6.12
0.46	-0.82	-0.11	64.13	-31.12	6.19
-0.10	0.29	-0.77	64.23	-29.42	6.20
-0.30	0.43	-0.75	64.41	-26.56	6.46
-0.83	-0.09	-0.94	64.46	-25.65	6.58
-0.83	0.02	-0.54	64.56	-23.50	6.76
-1.34	0.11	0.14	64.61	-20.89	7.02
-0.53	0.04	-0.04	64.72	-18.81	7.21
-0.24	-0.05	-0.65	64.99	-16.75	7.26
-0.61	0.23	-0.65	65.34	-14.83	7.30
-0.57	-0.03	-1.06	65.62	-13.16	7.37
-0.28	0.04	-1.66	65.91	-10.43	7.52
-0.78	0.13	-1.38	66.09	-8.01	7.75
-0.81	0.17	-0.82	66.26	-6.34	7.91
-0.46	-0.04	-0.49	66.63	-3.57	8.07
-0.29	-0.07	-0.37	67.05	-1.20	8.17
-0.11	-0.07	-0.62	67.33	0.32	8.31
0.01	0.02	-1.18	67.73	2.63	8.69
-0.56	0.73	-0.84	68.00	4.51	9.11
-0.65	0.57	-0.19	68.33	6.98	9.68
-0.46	-0.11	0.46	68.57	8.93	9.88
-0.56	-0.02	0.51	68.89	11.64	9.87
-0.48	0.11	0.48	69.07	13.55	9.98
-0.35	0.09	0.52	69.17	14.39	10.14
-0.40	0.25	0.27	69.21	14.71	10.21
-0.45	0.36	0.28	69.44	16.07	10.62
-0.50	0.22	0.42	69.62	16.98	10.99
-0.39	0.19	0.44	69.77	17.67	11.32
-0.29	0.05	0.50	69.82	17.93	11.49
