0.05	-0.09	0.23	32.85	-27.21	23.71
0.12	-0.09	0.15	32.81	-27.27	23.73
0.19	-0.09	0.04	32.78	-27.30	23.74
0.21	-0.09	-0.18	32.73	-27.35	23.76
0.21	-0.09	-0.33	32.64	-27.40	23.78
-0.13	-0.09	-0.14	32.59	-27.39	23.77
-0.17	-0.09	0.01	32.53	-27.35	23.75
0.14	-0.08	0.24	32.43	-27.33	23.72
0.21	-0.09	0.20	32.28	-27.35	23.73
0.18	-0.09	0.05	32.23	-27.36	23.75
0.13	0.40	-0.55	32.10	-27.37	23.82
-0.02	0.28	-0.37	32.00	-27.35	23.89
-0.09	0.01	0.07	32.00	-27.32	23.80
-0.02	-0.08	0.11	32.06	-27.31	23.58
0.06	-0.02	0.37	32.06	-27.33	23.37
0.06	-0.02	0.29	32.02	-27.34	23.32
-0.02	0.24	0.57	31.93	-27.36	23.30
0.13	0.05	0.68	31.82	-27.37	23.33
-0.09	0.01	0.62	31.62	-27.49	23.39
0.09	-0.07	0.85	31.49	-27.61	23.43
-0.00	0.00	0.79	31.34	-27.75	23.50
0.06	0.22	0.53	31.25	-27.84	23.56
0.99	-0.02	0.69	31.08	-27.99	23.67
-2.62	0.59	-5.80	30.69	-28.41	23.69
-1.15	-0.73	-1.04	30.64	-28.66	23.49
0.54	-0.03	-0.33	30.88	-28.79	22.87
0.41	0.13	-0.79	31.06	-29.00	22.48
0.09	-0.18	-0.21	31.21	-29.02	22.23
-1.26	-0.27	0.26	31.44	-28.84	21.89
-0.10	0.17	0.14	31.64	-28.65	21.71
0.29	-0.04	0.11	31.82	-28.73	21.63
0.43	-0.83	0.38	31.97	-28.89	21.49
0.23	-0.34	0.11	32.03	-28.98	21.48
-0.20	0.29	-0.41	32.09	-29.02	21.56
-0.14	-0.34	0.03	32.19	-29.06	21.71
-0.34	0.39	-0.75	32.24	-29.17	21.92
-0.30	1.08	-2.21	32.15	-29.33	22.24
0.88	-0.36	-0.66	31.93	-29.52	22.32
0.46	0.34	-1.23	32.00	-29.44	21.72
-1.12	-0.81	1.36	32.38	-28.66	21.00
-0.62	-1.12	2.09	32.71	-27.99	20.21
0.18	0.08	0.92	32.86	-27.70	19.18
0.11	0.04	0.70	32.61	-27.87	18.87
0.20	-0.08	0.66	32.49	-28.07	18.57
0.09	0.45	-0.24	32.49	-28.23	18.32
-0.00	0.23	-0.24	32.52	-28.44	18.22
-0.47	-0.56	0.45	32.55	-28.53	18.16
-0.17	-0.44	0.75	32.59	-28.59	18.05
0.09	-0.21	0.46	32.59	-28.62	18.07
0.29	0.14	-0.21	32.58	-28.69	18.13
0.35	0.05	-0.50	32.54	-28.85	18.32
-0.34	-0.07	-0.62	32.52	-28.93	18.41
-0.02	-0.36	0.33	32.57	-28.87	18.37
0.21	0.02	0.07	32.55	-28.86	18.34
-0.47	0.31	-0.20	32.55	-28.84	18.42
0.03	-0.17	0.44	32.60	-28.78	18.45
0.21	-0.01	-0.25	32.61	-28.80	18.37
-0.08	-0.02	-0.10	32.59	-28.82	18.37
-0.03	0.21	-0.10	32.62	-28.73	18.41
-0.35	0.25	0.28	32.62	-28.63	18.51
-0.00	0.28	0.28	32.64	-28.51	18.63
0.21	0.09	0.25	32.67	-28.53	18.68
0.05	0.17	-0.09	32.73	-28.60	18.69
0.08	0.00	-0.08	32.79	-28.68	18.71
-0.07	0.27	-0.16	32.77	-28.72	18.76
-0.35	0.18	0.04	32.75	-28.74	18.87
0.05	-0.09	0.13	32.75	-28.79	18.92
0.07	-0.02	0.03	32.73	-28.90	18.95
-0.09	0.00	-0.15	32.72	-29.05	19.02
-0.21	-0.23	0.00	32.72	-29.12	19.11
-0.33	-0.05	-0.03	32.71	-29.13	19.15
-0.26	-0.05	0.29	32.68	-29.17	19.23
