-0.09	-0.17	0.13	25.34	-76.59	40.81
-0.35	-0.14	0.22	25.08	-76.61	41.08
-0.11	0.08	0.13	24.79	-76.61	41.39
-0.19	0.19	0.13	24.34	-76.64	41.83
-0.11	0.08	0.10	23.98	-76.66	42.10
-0.39	0.22	-0.07	23.87	-76.67	42.19
-0.27	0.27	-0.36	23.18	-76.70	42.74
-0.34	0.30	-0.46	22.41	-76.70	43.45
-0.27	-0.31	0.15	22.14	-76.69	43.69
-0.27	-0.14	-0.04	22.13	-76.72	43.56
0.30	-0.14	0.09	22.00	-76.77	43.64
0.16	-0.12	0.02	21.82	-76.78	43.79
0.05	0.22	-0.06	21.67	-76.75	43.88
0.05	-0.01	-0.18	21.55	-76.71	43.95
0.12	-0.36	0.32	21.33	-76.70	43.90
0.05	0.18	0.10	21.09	-76.69	43.94
0.24	0.02	0.07	20.68	-76.73	44.16
-0.22	0.26	-0.41	20.52	-76.77	44.26
-1.29	0.26	-0.91	20.46	-76.83	44.27
-0.53	0.00	0.01	20.33	-76.90	44.34
-0.14	0.45	-0.38	20.28	-76.86	44.23
-0.11	-0.09	0.19	20.04	-76.80	44.40
-0.02	0.09	0.02	20.03	-76.72	44.28
-0.13	0.19	-0.03	20.03	-76.58	44.20
-0.43	0.26	0.21	20.19	-76.41	43.98
-0.01	0.15	0.00	20.48	-76.33	43.66
-0.01	-0.16	0.08	20.70	-76.30	43.44
-0.08	-0.35	0.34	20.83	-76.29	43.27
-0.08	-0.38	0.43	20.92	-76.29	43.18
0.34	0.04	-0.42	20.75	-76.37	43.45
0.41	-0.02	-0.52	20.36	-76.51	43.94
0.14	0.22	-1.20	20.18	-76.55	44.13
-0.15	-0.26	-0.85	18.97	-76.49	44.45
-0.09	0.07	-0.73	18.88	-76.15	44.22
-0.61	-0.07	0.46	19.21	-75.56	43.59
-0.00	-0.07	0.22	19.67	-75.12	42.87
0.12	0.11	0.22	19.94	-74.70	42.26
0.59	-0.21	0.44	19.90	-74.56	42.13
-0.14	-0.00	0.41	19.85	-74.40	41.99
-0.24	0.36	0.27	19.81	-74.17	41.86
-0.08	0.11	0.21	19.72	-73.92	41.86
-0.27	0.36	0.09	19.59	-73.81	41.97
0.09	0.14	0.19	19.61	-73.73	41.91
0.55	-0.17	0.07	19.78	-73.71	41.73
-1.02	0.41	-0.59	19.94	-73.68	41.60
-0.29	-0.05	0.30	20.40	-73.54	41.28
0.75	-0.23	0.03	20.71	-73.50	40.91
-0.47	0.14	-0.65	20.77	-73.46	40.85
-0.23	-0.63	1.03	21.25	-73.28	40.45
0.57	-0.02	-0.12	21.61	-73.17	39.93
-0.38	0.24	-0.58	21.43	-73.12	40.11
0.00	-0.19	0.21	21.41	-73.01	40.24
0.05	-0.16	-0.02	21.41	-72.96	40.14
-0.29	0.09	0.04	21.29	-72.88	40.28
0.26	-0.07	-0.11	21.23	-72.84	40.38
-0.43	0.15	-0.45	21.09	-72.82	40.59
-0.66	0.19	-0.23	21.15	-72.78	40.60
-0.20	-0.27	-0.04	21.22	-72.77	40.55
0.03	-0.09	-0.46	21.13	-72.78	40.61
-0.31	-0.02	-0.11	21.03	-72.77	40.76
-0.12	0.13	-0.00	21.08	-72.68	40.75
0.07	0.35	-0.21	21.14	-72.62	40.71
-0.14	0.17	-0.07	21.37	-72.53	40.55
-0.10	0.02	0.13	21.66	-72.48	40.25
0.05	0.18	-0.10	21.92	-72.45	39.99
0.09	0.03	0.05	22.07	-72.44	39.93
0.20	0.15	0.05	22.21	-72.46	39.83
0.32	-0.04	0.09	22.30	-72.49	39.79
0.13	-0.26	0.32	22.30	-72.51	39.77
-0.14	0.04	0.17	22.29	-72.49	39.78
-0.18	0.04	0.21	22.26	-72.48	39.83
-0.03	-0.09	0.14	22.11	-72.46	40.03
-0.10	0.05	-0.07	21.89	-72.49	40.29
0.01	-0.09	-0.10	21.78	-72.56	40.46
