-4.41	2.03	1.94	105.52	-2.50	68.86
-4.57	1.95	1.18	104.67	-2.33	67.89
-4.00	2.33	-0.42	102.17	-2.24	65.52
-3.43	1.99	-0.68	98.51	-2.84	62.75
-2.59	2.75	-0.50	94.81	-3.98	60.28
-3.49	2.71	-0.37	88.57	-6.34	56.76
-2.04	1.96	0.20	80.87	-9.55	52.88
-0.98	-0.10	0.98	71.61	-13.51	49.44
-2.94	-0.17	0.11	64.69	-16.59	47.27
-3.71	1.20	-1.61	56.46	-20.60	45.43
-3.80	3.12	-3.14	49.74	-24.53	45.15
-4.17	3.46	-4.07	43.03	-28.85	46.51
-3.98	3.54	-5.42	38.57	-31.60	48.00
-3.80	2.12	-4.84	31.67	-35.53	50.54
-3.22	0.79	-4.24	23.77	-39.51	53.47
-3.17	0.35	-4.55	17.24	-42.46	55.97
-2.95	0.72	-4.41	6.71	-46.43	61.16
-2.64	0.64	-5.70	-1.20	-48.78	66.10
-3.06	1.50	-6.49	-8.12	-50.44	70.97
-1.98	0.80	-5.95	-12.46	-51.35	74.09
-1.32	0.75	-5.62	-18.57	-52.38	78.34
-1.15	0.80	-5.15	-23.00	-53.09	81.30
-0.62	0.84	-4.84	-24.42	-53.34	82.21
-0.36	0.67	-4.61	-25.37	-53.53	82.78
-0.14	0.34	-3.90	-25.95	-53.68	83.09
0.11	-0.01	-3.06	-25.62	-53.73	82.74
0.21	-0.10	-2.60	-24.15	-53.58	81.54
0.31	-0.11	-2.43	-22.21	-53.24	80.18
0.16	-0.20	-2.38	-21.09	-53.01	79.40
-0.15	-0.37	-2.32	-18.47	-52.40	77.65
-0.13	-0.38	-2.00	-15.50	-51.58	75.74
-0.09	-0.59	-1.86	-11.42	-50.22	73.39
-0.07	-0.34	-1.55	-9.22	-49.33	72.31
0.05	-0.08	-1.20	-5.30	-47.48	70.96
-0.46	0.03	-1.60	-2.22	-45.84	70.31
-0.93	0.02	-2.21	0.42	-44.30	70.14
-0.97	-0.21	-2.29	2.72	-42.81	70.46
-0.67	0.25	-1.60	6.16	-40.33	72.05
-0.42	0.68	-1.34	6.74	-39.89	72.42
-0.46	0.68	-1.21	8.62	-38.55	73.51
-0.63	0.81	-1.21	9.62	-37.89	73.92
-1.30	0.00	-2.30	14.49	-35.01	74.84
-1.26	0.55	-1.52	19.22	-32.35	75.04
-1.23	1.34	-0.74	22.72	-30.45	75.23
-1.20	1.39	-0.23	25.41	-29.00	75.36
-1.16	0.84	-0.20	29.85	-26.71	74.91
-1.33	0.48	-0.77	33.75	-24.79	74.08
-1.61	1.47	-0.21	36.72	-23.38	73.58
-1.37	1.38	0.34	40.23	-21.77	73.34
-1.43	0.52	0.03	44.00	-20.12	72.97
-1.41	0.23	-0.08	48.11	-18.50	72.09
-1.21	0.58	0.41	50.75	-17.47	71.59
-1.18	1.14	0.78	53.75	-16.26	71.49
-1.37	0.76	0.67	57.63	-14.70	71.76
-1.44	0.45	0.38	60.15	-13.77	71.78
